Source,Link,Text
UKRINFORM,https://www.ukrinform.ua/rubric-regions/4117841-karpatskij-nacpark-pokazav-burogo-vedmeda-akij-pisla-zimovoi-splacki-potrapiv-u-fotopastku.html,"Відео з фотопастки розміщено на сторінці Карпатського національного природного парку в Фейсбуці, передає Укрінформ. «Фотопастки в Карпатському національному природному парку знову тішать унікальними відео. На цей раз головним героєм став бурий ведмідь – справжній символ дикої природи та негласний володар Карпат, який потрапив у кадр під час своєї прогулянки. Спостерігати за ними – велика удача і велика відповідальність», - запевняють у повідомленні Карпатського НПП. Після зимової сплячки, ведмеді особливо активні. Вони відновлюють сили, шукаючи першу зелень та іншу поживу. «Попри вагу, що може сягати сотень кілограмів, ведмідь ступає лісовою підстилкою майже безшумно. У кадрі ведмідь виглядає спокійним та зосередженим, що є гарною ознакою здорової екосистеми нашого Парку», - додають у Карпатському НПП. Зазначається, що клишоногий відіграє роль «садівника » лісу. Поїдаючи плоди та ягоди, він переносить насіння рослин на великі відстані, сприяючи оновленню лісових масивів. Як повідомляв Укрінформ, у нацпарку «Синевир» почали квітнути первоцвіти та прокинулися ведмеді."
UKRINFORM,https://www.ukrinform.ua/rubric-economy/4117840-rada-prijnala-za-osnovu-zakonoproekt-pro-normi-es-dla-zelenoi-energetiki.html,"Як передає Укрінформ, про це повідомив депутат із парламентської фракції «Голос» Ярослав Железняк у Телеграмі. За його словами, законопроєкт із реєстраційним номером 14271 підтримали 236 депутатів. Документ, серед іншого, передбачає запровадження поняття спільноти у сфері відновлювальних джерел енергії. Це юридична особа, підконтрольна учасниками, що проживають у межах відповідної територіальної громади, де будуються чи експлуатуються об'єкти ""зеленої"" енергетики. Учасниками спільноти зможуть стати фізособи, енергетичні кооперативи, органи місцевого самоврядування, мікро-, малі та середні підприємства. Метою діяльності спільноти буде задоволення екологічних, економічних та соціальних інтересів своїх учасників. Спільноти у сфері відновлюваних джерел енергії матимуть право на держпідтримку за механізмом ринкової премії за результатами аукціону. Спільноти також зможуть бути учасниками ринку електроенергії. Для приватних домогосподарств ""зелений тариф"" встановлюватиметься і діятиме за умови мінімального споживання електрики на рівні 10 кВт-год за місяць. Якщо споживання менше, різницю має викупити постачальник універсальних послуг а ціною, що склалася на ринку “на добу наперед” у розрахунковому періоді (годині). Передбачається визначення на території України ділянок, придатних для розвитку відновлюваної енергетики, та їхнє картографування. Кабінет міністрів повинен буде визначити зони прискореного розвитку ВДЕ. При цьому такі зони мають виключати природоохоронні території та об’єкти. Як повідомлялося, Президент України Володимир Зеленський 20 квітня підписав закон щодо імплементації норм права Європейського Союзу та інтеграції енергетичних ринків. Документ створює умови для об’єднання ринків (market coupling) «на добу наперед» та внутрішньодобового ринку з європейськими зонами торгівлі. Це сприятиме узгодженій торгівлі електрикою. Передбачено також імплементацію європейської моделі готовності до ризиків в електроенергетиці та запровадження механізмів забезпечення потужності; врегулювання взаємодії між оператором системи передачі та оператором ринку для забезпечення транскордонного обміну електроенергією. Фото Укрінформу можна купити тут"
UKRINFORM,https://www.ukrinform.ua/rubric-polytics/4117825-nimeccina-rozgladae-priednanna-do-ukrainskoi-programi-brave1-pistorius.html,"Про це заявив міністр оборони ФРН Борис Пісторіус за підсумками круглого столу у Берліні з питань зміцнення німецько-українського співробітництва у сфері безпеки та оборонної промисловості, передає Укрінформ. ""Ми відійшли від суто ситуативної підтримки України і дедалі більше будуємо структуроване та довгострокове партнерство з Україною"", - зазначив Пісторіус. Він наголосив, що така співпраця є взаємовигідною для обох сторін, і що Німеччина бачить значний потенціал у спільному розвитку оборонної промисловості, зокрема з огляду на високий рівень інноваційності України. За словами міністра, українські технології створюються і вдосконалюються безпосередньо в умовах бойового застосування, що забезпечує ""вражаючу інноваційну спроможність і швидкість"". Пісторіус також зазначив, що Німеччина отримує важливий досвід у сфері інноваційного мислення, закупівель та роботи з швидкими технологічними циклами. ""Ми продовжуємо стратегічно підтримувати створення спільних підприємств у сфері оборонної промисловості"", - підкреслив він. Пісторіус розповів, що у межах співпраці планується визначення перспективних технологічних напрямів та флагманських проєктів для спільних досліджень, розробок і виробництва озброєнь. ""Також федеральний уряд має намір прихильно розглянути питання приєднання до української програми Brave1 України"", - йдеться у повідомленні. За словами Пісторіуса, поглиблене співробітництво в промисловій сфері відіграватиме центральну роль і під час його наступних візитів до України». Як повідомляв Укрінформ, у квітні 2023 року в Україні почала роботу єдина координаційна платформа в галузі defense tech – BRAVE1. Вона створена як ""єдине вікно"" співпраці defense tech компаній, держави та військових, а також інвесторів, волонтерських фондів, медіа, інших учасників."
UKRINFORM,https://www.ukrinform.ua/rubric-regions/4117839-u-lvovi-vsanuvali-pamat-irini-farion.html,"Про це повідомив кореспондент Укрінформу. Розпочались пам’ятні заходи з поминальної служби у Гарнізонному храмі святих апостолів Петра і Павла. Опісля на Личаківському кладовищі відбулася спільна молитва та покладання квітів на могилі мовознавці. Віддати шану Ірині Фаріон прийшли її рідні та близькі, друзі, представники міської влади, громадські діячі та жителі міста. У Львові вшанували пам'ять Ірини Фаріон / Фото: Ігор Федик, Укрінформ

1 / 9 «Я сьогодні говорю собі і кожному з вас, що нехай те слово, яке вона говорила і торкалося нас усіх, нехай ті праці, які вона залишила, торкаються нас і надалі. Нам з вами залишається, здавалося б, ніби проста, але одна з найважчих речей, які ми маємо робити – слідувати тим заповітам, справам і ділам і бути гідними того всього, що зробила Ірина Дмитрівна. Тому великий уклін їй сьогодні в день її народження і великий уклін сім'ї, яка платить таку велику ціну за те, що ми тут і що ми говоримо нашою рідною мовою», - сказав директор департаменту освіти та культури Львівської міської ради Андрій Закалюк. Зі свого боку, керівник Львівської міської організації ВО «Свобода» Любомир Мельничук зазначив, що попри те, що Ірина Фаріон загинула, її головна місія продовжується. «Те, чим вона жила, те, чим горіла, про що вона постійно думала – це боротьба за українську мову. І те, що я собі найбільше запам'ятав серед її багатьох настанов, це те, що українці мають відчувати себе господарями на своїй землі. І ми бачимо, як сотні і сотні, тисячі, мільйони українців намагаються продовжувати її чин – боротьбу за українську мову, за Україну», - сказав Мельничук. Згадуючи свою маму, її донька Софія Особа розповіла, що Ірина Фаріон ціною свого життя довела наскільки важливою є мова для українців. «Перш за все, ти для мене – мама. Але коли я підросла, я зрозуміла, що моя мама – це велична українка. Ірина Фаріон, яка ціною свого життя, своїх праць довела найцінніше. Що мова – це є дім, і мова – це є зброя. Моя мама – це найцінніше, що в мене є. Зараз вона на небі оберігає нас, дає силу творити і боротися за справедливе покарання для вбивці», - сказала вона. Продовжились пам'ятні заходи відкриттям в НУ «Львівська політехніка» Міжнародної виставки плакатів «Мальована мова» та висаджуванням пам’ятного дерева на місці вбивства Ірини Фаріон на вул. Масарика 3. Як повідомляв Укрінформ, 19 липня 2024 року у Львові чоловік вистрілив в Ірину Фаріон і втік. Невдовзі вона померла у лікарні. 25 липня підозрюваного в убивстві затримали у Дніпрі. Галицький райсуд Львова 26 липня обрав 18-річному жителю Дніпра Зінченку запобіжний захід у вигляді тримання під вартою без права внесення застави. Надалі суди продовжували цей запобіжний захід. Ірина Фаріон (1964-2024) - українська мовознавиця, освітянка, політична та громадська діячка, докторка філологічних наук, професорка, народна депутатка України VII скликання (2012-2014)."
UKRINFORM,https://www.ukrinform.ua/rubric-ato/4117827-u-kievi-ta-nizci-oblastej-povitrana-trivoga-cerez-zagrozu-balistiki.html,"Як передає Укрінформ, Повітряні сили Збройних сил України повідомили у Телеграмі: ""Загроза застосування балістичного озброєння"". 13:34 - ""Відбій повітряної тривоги! Просимо уважно слідкувати за повідомленнями і, у разі оголошення тривоги, повернутися до укриття"", - уточнили в КМДА. Як повідомляв Укрінформ, сили протиповітряної оборони знешкодили 154 зі 171 безпілотника, яким російські загарбники атакували Україну з вечора 28 квітня."
UKRINFORM,https://www.ukrinform.ua/rubric-world/4117782-naukovci-viavili-so-ludskij-son-ne-e-vipadkovistu.html,"Як передає Укрінформ, про це повідомляє Euronews. У ході дослідження були проаналізовані понад 3 700 звітів про сни та досвід пробудження від 287 учасників від 18 до 70 років. Упродовж двох тижнів волонтери записували свій досвід, поки дослідники збирали детальну інформацію про якість сну, когнітивні моделі, риси особистості та психологічні характеристики. Потім науковці використовували вдосконалену обробку природної мови, щоб проаналізувати, як учасники описували своє повсякденне життя та сни. Результати показали, що сни далеко не випадковість і існують чіткі закономірності. Людські сни відображають поєднання внутрішніх рис та зовнішніх впливів. Люди, які впродовж дня мали не пов'язані між собою думки, часто повідомляли про сни, які здавалися розсіяними та швидко змінювалися. Натомість ті, хто вважав сни значущими, зазвичай сприймали їх як більш живі та захопливі. Зовнішні події також відіграли свою роль. Дослідження показало, що під час пандемії COVID-19 сни ставали інтенсивнішими та часто зосереджувалися на обмеженнях. Такі сни зникали, коли життя поверталося до норми, що свідчить про те, що сни змінюються разом із нашим психологічним станом. «Наші результати показують, що сни - це не просто відображення минулого досвіду, а динамічний процес, сформований тим, ким ми є та що ми переживаємо», - сказала провідна авторка дослідження Валентина Елце. Як повідомляв Укрінформ, помірне споживання кави, а саме 2-3 чашки, пов'язане з меншим ризиком психічних розладів у людини."
UKRINFORM,https://www.ukrinform.ua/rubric-economy/4117836-rada-uhvalila-zmini-do-civilnogo-kodeksu-sodo-reguluvanna-faktoringu.html,"Відповідний законопроєкт №12307 був підтриманий 248 голосами депутатів, повідомляє Укрінформ. Законопроєкт розроблено та ухвалено з метою удосконалення регулювання факторингу. Як зазначено у висновку головного науково- експертного управління ВР, документ пропонує зміст глави 73 «Факторинг» Цивільного кодексу, до складу якої входять 10 статей (про поняття договору факторингу, предмет договору факторингу, сторони договору факторингу тощо) замінити однією статтею. У цій статті визначається, що за договором факторингу одна сторона (клієнт) відступає або зобов’язується відступити іншій стороні (фактору) право грошової вимоги до третьої особи (боржника) за винагороду, а фактор набуває або зобов’язується набути таке право та сплачує або зобов’язується сплатити клієнту певну грошову суму (ціну права грошової вимоги). При цьому «відносини у сфері факторингу регулюються Законом України «Про факторинг». Таким чином, аби уникнути можливого конфлікту норм через одночасне регулювання правовідносин факторингу двома різними законами, із Цивільного кодексу України це регулювання виключено. Новий закон набирає чинності з дня, наступного за днем його опублікування, та вводиться в дію одночасно із Законом України ""Про факторинг"". Очікується, що реалізація положень документа дасть можливість врегулювати надання факторингових послуг у спеціалізованому законі відповідно до кращих міжнародних практик, а також привести законодавство України у сфері факторингу у відповідність до модельного закону, розробленого Міжнародним інститутом з уніфікації приватного права (UNIDROIT). Як повідомлялось, закон про факторинг ухвалений Верховною Радою 3 червня 2025 року і підписаний Президентом Володимиром Зеленським 27 липня 2025 року. Фото Укрінформу можна купити тут"
UKRINFORM,https://www.ukrinform.ua/rubric-world/4117834-tramp-za-dopomogou-sizobrazenna-zaklikav-iran-svidse-uklasti-ugodu.html,"Про це повідомляє CNBS, передає Укрінформ. «Іран не може взяти себе в руки. Вони не знають, як підписати угоду про нерозповсюдження ядерної зброї. Їм краще б швидше схаменутися!» — написав Трамп у соціальній мережі Truth Social. Свій допис він супроводив згенерованим штучним інтелектом зображенням Трампа, який тримає рушницю на тлі вибухів, та словами «більше ніякого містера доброго хлопця!» Цей допис з’явився на тлі того, що стратегічно важлива Ормузька протока залишається заблокованою, а стан переговорів з Іраном - невизначеним, оскільки спроби їх продовжити зайшли в глухий кут. Минули вихідними американські переговорники мали вирушити до Ісламабада (Пакистан) для продовження переговорів, але Трамп скасував поїздку. Попередні переговори під керівництвом віцепрезидента Джей Ді Венса також завершилися без укладення угоди. Як повідомляв Укрінформ, за даними Axios, Тегеран запропонував знову відкрити Ормузьку протоку, якщо США скасують блокаду іранських портів і закінчать бойові дії. Цю інформацію підтвердила в понеділок прессекретарка Білого дому Керолайн Левітт. Дана пропозиція також відкладе переговори щодо ядерних амбіцій Тегерана на пізніший термін. Однак, як повідомило Reuters у вівторок, Трамп не був задоволений пропозицією Тегерана, і очікувалося, що Білий дім виступить із зустрічною пропозицією. Перше фото: The White House"
PIK,https://pik.net.ua/2026/04/29/drony-atakuvaly-npz-u-glybyni-rosiyi-vybuhy-v-orsku-ta-poblyzu-permi/,"У росії заявили про масовану атаку безпілотників по промислових об’єктах одразу в кількох регіонах. Під ударом опинилися міста Орськ та Перм — це понад 1500 км від українського кордону. За повідомленнями місцевої влади, в Орську оголошували загрозу атаки БпЛА та закликали мешканців залишатися вдома і триматися подалі від вікон. Російські Telegram-канали пишуть, що безпілотники могли влучити в один із найбільших нафтопереробних заводів країни — Орськнафтооргсинтез. На підприємстві нібито виникла пожежа. Цей НПЗ входить до структури приватного енергетичного бізнесу та переробляє мільйони тонн нафти щороку, забезпечуючи паливом регіони Уралу і Поволжя. Водночас про атаку повідомили і в Пермському краї. За словами губернатора, один із безпілотників влучив у промисловий об’єкт поблизу обласного центру. Працівників евакуювали, на місці виникла пожежа. За неофіційними даними, під удар міг потрапити завод ЛУКОЙЛ-Пермнафтооргсинтез — один із найбільших і технологічно розвинених НПЗ росії. Місцеві жителі повідомляють про значну кількість пожежної техніки та карет швидкої допомоги в районі села Башкултаєво, неподалік Пермі. У Міноборони росії тим часом заявили, що за ніч сили ППО нібито збили або перехопили 98 безпілотників над різними регіонами країни та окупованим Кримом. Офіційного підтвердження масштабів ураження об’єктів наразі немає. Download Best WordPress Themes Free DownloadFree Download WordPress ThemesDownload WordPress Themes FreeDownload Best WordPress Themes Free Downloadudemy free downloaddownload xiomi firmwareDownload Best WordPress Themes Free Downloadfree online course
Оперативні новини у TELEGRAM"
PIK,https://pik.net.ua/2026/04/29/yes-gotuye-pershyj-oboronnyj-transh-dlya-ukrayiny-e6-mlrd-spryamuyut-na-drony/,"Президентка Європейська комісія Урсула фон дер Ляєн оголосила про виділення Україні першого оборонного пакета фінансування в межах масштабної кредитної програми Євросоюзу. Виступаючи 29 квітня на засіданні Європейський парламент, вона повідомила, що вже у другому кварталі 2026 року Україна отримає близько 6 мільярдів євро, які спрямують на розвиток та виробництво безпілотників, пише ПІК. Йдеться про частину великого кредитного пакета ЄС обсягом 90 мільярдів євро, про який домовилися раніше. За словами фон дер Ляєн, ці кошти почнуть надходити вже найближчим часом. Зокрема, вона зазначила, що загалом у 2026 році планується виплатити значний фінансовий транш, а частина цих грошей піде саме на оборонні потреби України. Перший оборонний пакет, як підкреслила президентка Єврокомісії, буде орієнтований саме на дрони — «вироблені в Україні і для України». У Брюсселі також наголошують: підтримка Києва лише посилюватиметься на тлі триваючої російської агресії. «Поки росія нарощує свої атаки, Європа посилює допомогу Україні», — заявила фон дер Ляєн."
PIK,https://pik.net.ua/2026/04/29/zalyshyv-v-aptetsi-sumku-z-trotylom-politsejski-sklaly-na-zhartivnyka-administratyvni-protokoly/,"35-річний киянин перебував у стані алкогольного сп’яніння та прийшов до аптеки, щоб придбати лікарські засоби, які відпускаються за рецептом. Отримавши відмову від фармацевтів, він залишив у приміщенні сумку та повідомив про нібито наявність у ній тротилу. Трапилося це 28 квітня у Києві в аптеці на вулиці Левка Лук’яненка Про це повідомляє поліція Києва, пише ПІК. Правоохоронці огородили територію та забезпечували безпеку громадян. Тим часом фахівці вибухотехнічної служби оглянули сумку та не виявили в ній жодних вибухонебезпечних предметів. Патрульні поліцейські розшукали чоловіка неподалік від місця події. Поліцейські склали відносно чоловіка адміністративний протокол за ст. 173 КУпАП – дрібне хуліганство, та ст. 178 КУпАП — перебування у громадському місці у п’яному вигляді."
PIK,https://pik.net.ua/2026/04/29/vid-ivano-frankivska-do-kiltsya-pered-tysmenytseyu-remontuyut-dorogu-foto/,"Сьогодні, 29 квітня, підрядна організація розпочала ремонт ще однієї ділянки доріг державного значення. Це Н-18 Івано-Франківськ – Тернопіль, км 0+000 – км 4+657. Роботи на ділянці від Івано-Франківська до кільця перед Тисменицею здійснюватимуть суцільними локальними картами. Про це повідомляє Служба відновлення, пише ПІК. Якраз розпочато перший етап – фрезерування старого покриття. Як бачимо, дорожній одяг тут зношений, вичерпав термін експлуатації. Тож такиий вид ремонту тут доцільний. До повномасштабного вторгнення на кількох ділянках цієї дороги здійнено капітальний ремонт кількох ділянок цієї дороги, зокрема об’їзну Тисмениці. Рух транспорту в місці проведення робіт здійснюється в реверсному режимі. Закликаємо водіїв зважати на тимчасові незручності та дбати про власну безпеку."
PIK,https://pik.net.ua/2026/04/29/fasadna-arhitektura-majbutnogo-chomu-premialni-materialy-vytisnyayut-mas-market/,"Коли ми дивимося на сучасні бізнес-центри Києва чи футуристичні котеджі в передмісті, ми бачимо не просто стіни. Ми бачимо характер. Сьогодні архітектура перестала бути лише питанням надійності — вона стала мовою статусів та інженерної досконалості. Але є проблема: ринок перенасичений дешевими аналогами, які через два сезони втрачають колір, деформуються або, що ще гірше, не відповідають нормам пожежної безпеки. У світі, де кожен хоче побудувати «на віки», вибір облицювання перетворюється на стратегічне рішення, де помилка коштує надто дорого. Системний підхід у цьому питанні демонструє компанія Genfasad. Це не просто постачальник, а інженерний центр, що працює з об’єктами рівня McDonald’s та великими клініками, де компроміси з якістю неможливі. Навісні системи (НВФ) обирають через енергоефективність: будівля «дихає», зберігаючи тепло взимку та прохолоду влітку. Але результат залежить від матеріалу: Таке розмаїття дозволяє комбінувати текстури, створюючи унікальний візуальний код об’єкта. При цьому важливо пам’ятати про клас горючості Г1 або НГ — це база, на якій не можна економити, особливо в громадських просторах. Компакт-плита HPL — це не пластик, а надміцний моноліт із крафт-паперу та смол. Через нульову пористість він став стандартом для лабораторій та операційних, де важлива стерильність. У секторі HoReCa та на АЗС HPL цінують за витривалість, а в меблевій індустрії компакт-плита 12 мм дозволяє створювати тонкі водостійкі стільниці. Завдяки складській програмі Genfasad ці рішення доступні в Україні без довгих очікувань. Навіть преміальний матеріал легко зіпсувати кустарною порізкою. Справжня культура виробництва Genfasad — це автоматичне зняття та шліфування фаски навіть на складній перфорації. Це не просто естетика, а захист торців від мікротріщин і руйнування з часом. Компанія забезпечує повний цикл: від точних замірів та розробки робочих проектів до монтажу «під ключ». Такий підхід знімає відповідальність із замовника, адже фахівці супроводжують об’єкт від креслення до останньої заклепки, зводячи ризик помилок до нуля. Сьогодні фасад — це про безпеку, відповідність ДБН та бездоганний стиль на десятиліття. Якщо ви прагнете створити об’єкт, що витримає випробування часом, обирайте професійну експертизу. Час будувати якісно вже настав."
PIK,https://pik.net.ua/2026/04/29/pobyttya-pislya-obgonu-u-kalushi-vodiya-audi-zasudyly-do-roku-v-yaznytsi/,"У Калуші суд виніс вирок у справі про конфлікт між водіями, який завершився побиттям просто посеред дороги. Інцидент стався 23 квітня 2025 року на вулиці Степана Бандери. За матеріалами справи, під час руху між водіями Audi A6 та Toyota Corolla виникла суперечка через обгін. Після цього кермувальник Audi обігнав інше авто, різко зупинився перед ним і вийшов з машини. Далі конфлікт переріс у бійку. Обвинувачений разом із пасажиром витягнув водія Toyota з автомобіля та почав наносити удари руками і ногами по голові та тілу. У результаті потерпілий отримав струс головного мозку, численні синці, а також пошкодження зубів. Згідно з висновком експерта, травми класифікували як легкі тілесні ушкодження, що спричинили короткочасний розлад здоров’я. У суді обвинувачений частково визнав провину, однак заперечував хуліганський мотив, стверджуючи, що це був раптовий конфлікт між водіями. Його захист просив перекваліфікувати дії на статтю про легкі тілесні ушкодження. Втім, суд дійшов висновку, що напад був демонстративним, відбувався у громадському місці та супроводжувався особливою зухвалістю. Крім того, дії вчинялися спільно з іншою особою, що стало підставою для кваліфікації як хуліганства, вчиненого групою осіб. Суд визнав чоловіка винним за ч. 2 ст. 296 Кримінального кодексу України та призначив покарання — один рік позбавлення волі. Водночас до набрання вироком законної сили засуджений перебуватиме під домашнім арештом у нічний час. Суд врахував, що чоловік раніше не судимий, має сім’ю та дитину, а також відшкодував потерпілому завдані збитки. Водночас відсутність повного каяття вплинула на остаточне рішення щодо міри покарання. Download Premium WordPress Themes FreeDownload WordPress Themes FreeDownload Nulled WordPress ThemesDownload WordPress Themes Freefree download udemy paid coursedownload xiomi firmwareDownload WordPress Themeslynda course free download
Оперативні новини у TELEGRAM"
PIK,https://pik.net.ua/2026/04/29/prykarpattsya-myhajla-savchyna-nagorodyly-za-oboronu-ukrayiny-foto/,"Захисника України, уродженця села Нижнів Івано-Франківської області Михайла Савчина нагородили державною відзнакою «За оборону України». Про це повідомляє Івано-Франківська ОВА, пише ПІК. Високу нагороду військовослужбовець отримав за мужність, самовіддану службу та вагомий внесок у захист незалежності й територіальної цілісності держави. Відзнака «За оборону України» є символом вдячності українським воїнам, які щоденно стоять на захисті країни, демонструючи стійкість, силу духу та відданість українському народові."
PIK,https://pik.net.ua/2026/04/29/u-ternopoli-povidomyly-pro-pidozru-15-richnij-divchyni-yaka-porizala-odnoklasnytsyu/,"У Тернополі слідчі поліції повідомили про підозру 15-річній дівчині, яка під час суперечки завдала своїй однокласниці множинні колото-різані рани в ділянку голови та тіла. Про це повідомили у поліції Тернопільщини, пише ПІК. Повідомлення про бійку між неповнолітніми надійшло на спецлінію поліції 27 квітня о 15:12. Потерпілу госпіталізували до реанімаційного відділення. Її стан медики оцінюють як стабільно важкий. Слідчі поліції затримали підлітку, їй повідомили про підозру за статтею 115 Кримінального кодексу України з приміткою “замах на вбивство”. Триває досудове розслідування."
PIK,https://pik.net.ua/2026/04/29/oskvernyv-skulpturu-materi-bozhoyi-na-lvivshhyni-vstanovyly-zlovmysnyka-foto/,"Як писала ПІК, під час патрулювання площі Вічевої у місті Жовква працівники поліції виявили, що невідома особа забруднила скульптуру Матері Божої томатним соусом. Згодом поліцейські встановили зловмисника. Про це повідомляє поліція Львівської області, пише ПІК. Ним виявився місцевий мешканець, 1993 року народження. Свої дії чоловік пояснив хуліганськими мотивами. За фактом події відкрили кримінальне провадження за ч. 1 ст. 296 (Хуліганство) Кримінального кодексу України. Санкція статті передбачає покарання у вигляді штрафу від однієї тисячі до двох тисяч неоподатковуваних мінімумів доходів громадян, або арешту на строк до шести місяців, або обмеження волі на строк до п’яти років."
PIK,https://pik.net.ua/2026/04/29/kaminy-dlya-domu-suchasni-rishennya-dlya-tepla-ta-atmosfery/,"Каміни — це більше, ніж просто джерело обігріву. Сьогодні камін в будинок або навіть камін в квартиру — це елемент стилю, затишку та індивідуальності простору. Живе полум’я створює особливу атмосферу, яку складно замінити будь-якими іншими технологіями. Саме тому попит на каміни стабільно зростає, а виробники пропонують все більш сучасні та ефективні рішення. Якщо раніше каміни асоціювалися виключно з приватними будинками, то сьогодні ситуація змінилася. Завдяки новим технологіям купити камін можна навіть для квартири, обравши відповідну модель без складного монтажу. Перш ніж камін для дому купити, важливо зрозуміти, які варіанти існують і чим вони відрізняються. Від цього залежить не тільки комфорт використання, але й ефективність обігріву. Серед основних типів можна виділити: Якщо планується встановлення каміна в будинок, варто звернути увагу на дров’яні або комбіновані моделі. Вони забезпечують стабільне тепло і можуть використовуватися як основне джерело обігріву. Для міських квартир краще підходять електричні або біокаміни, які не потребують складних комунікацій. Важливо також враховувати площу приміщення. Надто потужний камін може створювати дискомфорт, тоді як слабкий не впорається зі своїм завданням. Вибір каміна — це відповідальний процес, який потребує уваги до деталей. Щоб купити камін, який буде служити довго і ефективно, варто врахувати кілька ключових параметрів. Перш за все, зверніть увагу на потужність. Вона повинна відповідати розміру приміщення. Це основа ефективної роботи. Також важливо враховувати: Сучасні каміни часто оснащені додатковими функціями, такими як система вторинного допалювання або технологія «чисте скло». Це робить експлуатацію більш зручною і зменшує витрати на обслуговування. Не менш важливою є безпека. Камін в квартиру або будинок повинен бути правильно встановлений і відповідати всім стандартам. Саме тому краще довіряти монтаж спеціалістам. Покупка каміна — це довгострокове вкладення, тому варто обирати перевірених постачальників. Магазин камінів IGNIS пропонує широкий асортимент моделей для різних типів житла. На сайті https://kamin-ignis.com.ua/ua/ можна знайти актуальні рішення, які відповідають сучасним вимогам до якості та енергоефективності. Тут представлені моделі від відомих європейських виробників, які зарекомендували себе на ринку. Серед популярних брендів можна відзначити HITZE, DEFRO, Kratki, Invicta та La Nordica. Вони пропонують надійні та довговічні каміни з сучасним дизайном. Під час вибору важливо звертати увагу не лише на ціну, а й на додаткові послуги. Консультація, доставка та професійний монтаж допоможуть уникнути помилок і забезпечать правильну роботу обладнання. Крім того, камін підвищує загальну цінність житла. Він робить інтер’єр більш привабливим і комфортним для життя. У результаті каміни стають не просто елементом декору, а важливою частиною дому. Вони дарують тепло, затишок і створюють особливу атмосферу, до якої хочеться повертатися. Якщо ви плануєте оновлення інтер’єру або облаштування нового житла, варто розглянути це рішення."
